Result_ID,Event_ID,Species_Code,Number_Collected,Notes
RES-000627,EVT-00218,CULANN,1,
RES-000628,EVT-00219,AEDNOT,1,
RES-000629,EVT-00219,AEDVIG,5,
RES-000630,EVT-00219,AEDCAM,1,
RES-000631,EVT-00219,CULANN,3,
RES-000632,EVT-00220,AEDNOT,1,
RES-000633,EVT-00220,AEDCAM,1,
RES-000634,EVT-00220,CULANN,2,
RES-000635,EVT-00220,ANOANN,1,
RES-000636,EVT-00221,AEDVIG,4,
RES-000637,EVT-00221,CULANN,1,
RES-000638,EVT-00222,AEDNOT,1,
RES-000639,EVT-00222,AEDCAM,1,
RES-000640,EVT-00222,CULANN,2,
RES-000641,EVT-00223,AEDNOT,1,
RES-000642,EVT-00223,AEDCAM,1,
RES-000643,EVT-00223,CULANN,5,
RES-000644,EVT-00224,AEDNOT,1,
RES-000645,EVT-00224,AEDVIG,3,
RES-000646,EVT-00224,CULANN,3,
RES-000647,EVT-00224,CULQUI,1,
RES-000648,EVT-00226,AEDVIG,2,
RES-000649,EVT-00226,CULANN,6,
RES-000650,EVT-00226,CULQUI,3,
RES-000651,EVT-00228,AEDNOT,1,
RES-000652,EVT-00228,AEDVIG,1,
RES-000653,EVT-00228,CULANN,1,
RES-000654,EVT-00228,CULQUI,1,
RES-000655,EVT-00229,AEDNOT,2,
RES-000656,EVT-00229,AEDVIG,3,
RES-000657,EVT-00229,AEDCAM,1,
RES-000658,EVT-00229,CULANN,5,
RES-000659,EVT-00230,AEDNOT,1,
RES-000660,EVT-00230,AEDCAM,2,
RES-000661,EVT-00230,CULANN,2,
RES-000662,EVT-00230,CULQUI,2,
RES-000663,EVT-00231,AEDNOT,1,
RES-000664,EVT-00231,AEDVIG,1,
RES-000665,EVT-00231,AEDCAM,2,
RES-000666,EVT-00231,CULANN,3,
RES-000667,EVT-00231,CULQUI,1,
RES-000668,EVT-00232,AEDNOT,1,
RES-000669,EVT-00232,AEDVIG,3,
RES-000670,EVT-00232,AEDCAM,1,
RES-000671,EVT-00232,CULANN,1,
RES-000672,EVT-00232,CULQUI,1,
RES-000673,EVT-00233,AEDNOT,3,
RES-000674,EVT-00233,AEDVIG,2,
RES-000675,EVT-00233,AEDCAM,1,
RES-000676,EVT-00233,CULANN,4,
RES-000677,EVT-00233,CULQUI,1,
RES-000678,EVT-00234,AEDNOT,3,
RES-000679,EVT-00234,AEDVIG,1,
RES-000680,EVT-00234,CULANN,3,
RES-000681,EVT-00235,AEDVIG,5,
RES-000682,EVT-00235,CULANN,4,
RES-000683,EVT-00236,AEDVIG,2,
RES-000684,EVT-00236,CULANN,2,
RES-000685,EVT-00238,AEDVIG,1,
RES-000686,EVT-00238,CULANN,1,
RES-000687,EVT-00238,CULQUI,1,
RES-000688,EVT-00238,ANOANN,1,
RES-000689,EVT-00239,CULANN,1,
RES-000690,EVT-00242,CULANN,1,
RES-000691,EVT-00243,AEDNOT,1,
RES-000692,EVT-00243,CULANN,1,
RES-000693,EVT-00244,CULANN,1,
RES-000694,EVT-00245,AEDVIG,1,
RES-000695,EVT-00245,CULANN,1,
RES-000696,EVT-00246,AEDNOT,1,
RES-000697,EVT-00246,AEDCAM,1,
RES-000698,EVT-00246,CULANN,2,
RES-000699,EVT-00247,AEDNOT,1,
RES-000700,EVT-00247,AEDVIG,1,
RES-000701,EVT-00247,CULQUI,3,
RES-000702,EVT-00248,AEDNOT,3,
RES-000703,EVT-00248,CULANN,1,
RES-000704,EVT-00248,CULQUI,1,
RES-000705,EVT-00249,AEDVIG,2,
RES-000706,EVT-00249,CULQUI,1,
RES-000707,EVT-00250,AEDNOT,1,
RES-000708,EVT-00250,CULANN,2,
RES-000709,EVT-00250,CULQUI,3,
RES-000710,EVT-00251,AEDNOT,4,
RES-000711,EVT-00251,CULQUI,1,
RES-000712,EVT-00252,AEDVIG,1,
RES-000713,EVT-00252,AEDCAM,1,
RES-000714,EVT-00252,CULANN,1,
RES-000715,EVT-00252,CULQUI,1,
RES-000716,EVT-00253,AEDNOT,1,
RES-000717,EVT-00253,AEDCAM,1,
RES-000718,EVT-00253,CULQUI,4,
RES-000719,EVT-00254,AEDNOT,1,
RES-000720,EVT-00254,AEDVIG,1,
RES-000721,EVT-00254,CULANN,2,
RES-000722,EVT-00254,CULQUI,2,
RES-000723,EVT-00254,ANOANN,1,
RES-000724,EVT-00255,AEDVIG,6,
RES-000725,EVT-00255,AEDCAM,2,
RES-000726,EVT-00255,CULANN,2,
RES-000727,EVT-00255,CULQUI,4,
RES-000728,EVT-00256,AEDVIG,1,
RES-000729,EVT-00256,CULANN,2,
RES-000730,EVT-00256,CULQUI,4,
RES-000731,EVT-00257,CULQUI,1,
RES-000732,EVT-00257,ANOANN,1,
RES-000733,EVT-00258,AEDCAM,2,
RES-000734,EVT-00258,CULANN,1,
RES-000735,EVT-00258,CULQUI,2,
RES-000736,EVT-00259,AEDNOT,1,
RES-000737,EVT-00259,AEDVIG,2,
RES-000738,EVT-00259,CULQUI,3,
RES-000739,EVT-00259,ANOANN,1,
RES-000740,EVT-00260,AEDNOT,1,
RES-000741,EVT-00260,CULANN,2,
RES-000742,EVT-00261,AEDNOT,2,
RES-000743,EVT-00261,AEDVIG,1,
RES-000744,EVT-00261,AEDCAM,1,
RES-000745,EVT-00261,CULANN,2,
RES-000746,EVT-00261,CULQUI,3,
RES-000747,EVT-00262,AEDNOT,2,
RES-000748,EVT-00262,CULANN,1,
RES-000749,EVT-00262,CULQUI,2,
RES-000750,EVT-00262,ANOANN,1,
RES-000751,EVT-00263,AEDNOT,2,
RES-000752,EVT-00263,AEDVIG,2,
RES-000753,EVT-00263,CULANN,1,
RES-000754,EVT-00263,CULQUI,3,
RES-000755,EVT-00264,AEDVIG,1,
RES-000756,EVT-00264,AEDCAM,1,
RES-000757,EVT-00264,CULQUI,4,
RES-000758,EVT-00265,AEDNOT,1,
RES-000759,EVT-00265,AEDVIG,1,
RES-000760,EVT-00265,AEDCAM,1,
RES-000761,EVT-00265,CULANN,1,
RES-000762,EVT-00265,CULQUI,5,
RES-000763,EVT-00266,AEDVIG,2,
RES-000764,EVT-00266,AEDCAM,1,
RES-000765,EVT-00266,CULQUI,3,
RES-000766,EVT-00267,CULQUI,1,
RES-000767,EVT-00268,AEDNOT,1,
RES-000768,EVT-00268,AEDVIG,2,
RES-000769,EVT-00268,CULQUI,1,
RES-000770,EVT-00269,AEDNOT,1,
RES-000771,EVT-00269,AEDCAM,1,
RES-000772,EVT-00269,CULQUI,1,
RES-000773,EVT-00270,CULANN,1,
RES-000774,EVT-00270,CULQUI,1,
RES-000775,EVT-00273,AEDVIG,1,
RES-000776,EVT-00273,CULANN,2,
RES-000777,EVT-00274,CULANN,1,
RES-000778,EVT-00274,ANOANN,1,
RES-000779,EVT-00275,CULANN,4,
RES-000780,EVT-00276,AEDVIG,1,
RES-000781,EVT-00276,CULANN,2,
RES-000782,EVT-00276,CULQUI,1,
RES-000783,EVT-00276,ANOANN,1,
RES-000784,EVT-00277,AEDVIG,1,
RES-000785,EVT-00277,AEDCAM,2,
RES-000786,EVT-00277,CULANN,1,
RES-000787,EVT-00277,CULQUI,1,
RES-000788,EVT-00278,AEDCAM,1,
RES-000789,EVT-00278,CULQUI,2,
RES-000790,EVT-00279,CULANN,2,
RES-000791,EVT-00279,CULQUI,2,
RES-000792,EVT-00280,AEDVIG,1,
RES-000793,EVT-00280,CULANN,4,
RES-000794,EVT-00280,CULQUI,1,
RES-000795,EVT-00281,AEDVIG,2,
RES-000796,EVT-00281,AEDCAM,1,
RES-000797,EVT-00281,CULANN,4,
RES-000798,EVT-00281,CULQUI,1,
RES-000799,EVT-00283,AEDNOT,1,
RES-000800,EVT-00283,AEDVIG,4,
RES-000801,EVT-00283,AEDCAM,1,
RES-000802,EVT-00283,CULANN,8,
RES-000803,EVT-00283,CULQUI,1,
RES-000804,EVT-00283,ANOANN,1,
RES-000805,EVT-00284,AEDNOT,1,
RES-000806,EVT-00284,AEDVIG,2,
RES-000807,EVT-00284,AEDCAM,1,
RES-000808,EVT-00284,CULANN,3,
RES-000809,EVT-00284,ANOANN,1,
RES-000810,EVT-00285,AEDNOT,1,
RES-000811,EVT-00285,AEDVIG,3,
RES-000812,EVT-00285,AEDCAM,1,
RES-000813,EVT-00285,CULANN,2,
RES-000814,EVT-00285,CULQUI,2,
RES-000815,EVT-00286,AEDNOT,1,
RES-000816,EVT-00286,AEDVIG,2,
RES-000817,EVT-00286,CULANN,5,
RES-000818,EVT-00286,CULQUI,1,
RES-000819,EVT-00287,AEDNOT,1,
RES-000820,EVT-00287,AEDVIG,2,
RES-000821,EVT-00287,AEDCAM,2,
RES-000822,EVT-00287,CULQUI,1,
RES-000823,EVT-00288,CULANN,1,
RES-000824,EVT-00288,CULQUI,2,
RES-000825,EVT-00289,AEDNOT,1,
RES-000826,EVT-00289,AEDVIG,1,
RES-000827,EVT-00289,AEDCAM,4,
RES-000828,EVT-00289,CULANN,7,
RES-000829,EVT-00290,AEDVIG,2,
RES-000830,EVT-00290,AEDCAM,1,
RES-000831,EVT-00291,AEDVIG,1,
RES-000832,EVT-00291,CULANN,6,
RES-000833,EVT-00292,AEDVIG,1,
RES-000834,EVT-00292,AEDCAM,1,
RES-000835,EVT-00292,CULANN,5,
RES-000836,EVT-00292,ANOANN,1,
RES-000837,EVT-00293,AEDNOT,1,
RES-000838,EVT-00293,AEDVIG,1,
RES-000839,EVT-00293,CULANN,3,
RES-000840,EVT-00294,AEDNOT,1,
RES-000841,EVT-00294,AEDVIG,3,
RES-000842,EVT-00294,CULANN,4,
RES-000843,EVT-00295,AEDVIG,1,
RES-000844,EVT-00295,CULANN,6,
RES-000845,EVT-00295,CULQUI,1,
RES-000846,EVT-00296,CULANN,3,
RES-000847,EVT-00296,CULQUI,1,
RES-000848,EVT-00297,CULQUI,1,
RES-000849,EVT-00298,AEDNOT,1,
RES-000850,EVT-00298,CULANN,1,
RES-000851,EVT-00298,CULQUI,1,
RES-000852,EVT-00298,ANOANN,1,
RES-000853,EVT-00299,AEDNOT,1,
RES-000854,EVT-00299,CULANN,1,
RES-000855,EVT-00303,AEDNOT,1,
RES-000856,EVT-00303,CULANN,1,
RES-000857,EVT-00304,AEDVIG,2,
RES-000858,EVT-00304,CULANN,5,
RES-000859,EVT-00304,ANOANN,1,
RES-000860,EVT-00305,AEDVIG,1,
RES-000861,EVT-00305,CULANN,1,
RES-000862,EVT-00305,CULQUI,1,
RES-000863,EVT-00306,AEDVIG,1,
RES-000864,EVT-00306,CULANN,3,
RES-000865,EVT-00307,CULANN,3,
RES-000866,EVT-00308,AEDNOT,2,
RES-000867,EVT-00308,AEDVIG,1,
RES-000868,EVT-00308,CULANN,2,
RES-000869,EVT-00308,CULQUI,1,
RES-000870,EVT-00309,AEDVIG,1,
RES-000871,EVT-00309,CULANN,6,
RES-000872,EVT-00309,CULQUI,2,
RES-000873,EVT-00310,CULANN,3,
RES-000874,EVT-00310,ANOANN,1,
RES-000875,EVT-00311,AEDNOT,1,
RES-000876,EVT-00311,AEDVIG,4,
RES-000877,EVT-00311,AEDCAM,1,
RES-000878,EVT-00311,CULANN,6,
RES-000879,EVT-00311,CULQUI,1,
RES-000880,EVT-00312,CULANN,4,
RES-000881,EVT-00312,ANOANN,1,
RES-000882,EVT-00313,AEDNOT,1,
RES-000883,EVT-00313,AEDVIG,2,
RES-000884,EVT-00313,CULANN,5,
RES-000885,EVT-00314,AEDNOT,1,
RES-000886,EVT-00314,AEDVIG,4,
RES-000887,EVT-00314,AEDCAM,1,
RES-000888,EVT-00314,CULANN,2,
RES-000889,EVT-00315,AEDNOT,1,
RES-000890,EVT-00315,AEDVIG,1,
RES-000891,EVT-00315,CULANN,6,
RES-000892,EVT-00315,CULQUI,1,
RES-000893,EVT-00316,AEDVIG,3,
RES-000894,EVT-00316,CULANN,2,
RES-000895,EVT-00317,AEDVIG,4,
RES-000896,EVT-00317,AEDCAM,1,
RES-000897,EVT-00317,CULANN,5,
RES-000898,EVT-00318,AEDVIG,3,
RES-000899,EVT-00318,CULANN,3,
RES-000900,EVT-00319,AEDVIG,3,
RES-000901,EVT-00319,AEDCAM,2,
RES-000902,EVT-00319,CULANN,2,
RES-000903,EVT-00319,CULQUI,2,
RES-000904,EVT-00320,AEDVIG,3,
RES-000905,EVT-00320,CULANN,4,
RES-000906,EVT-00321,CULANN,2,
RES-000907,EVT-00321,ANOANN,1,
RES-000908,EVT-00322,AEDNOT,3,
RES-000909,EVT-00322,AEDVIG,1,
RES-000910,EVT-00322,CULANN,4,
RES-000911,EVT-00323,CULANN,6,
RES-000912,EVT-00323,CULQUI,1,
RES-000913,EVT-00324,AEDNOT,1,
RES-000914,EVT-00324,CULANN,6,
RES-000915,EVT-00324,ANOANN,1,
RES-000916,EVT-00325,AEDVIG,1,
RES-000917,EVT-00325,CULANN,2,
RES-000918,EVT-00326,AEDNOT,1,
RES-000919,EVT-00326,AEDVIG,1,
RES-000920,EVT-00326,AEDCAM,1,
RES-000921,EVT-00326,CULANN,4,
RES-000922,EVT-00327,CULANN,1,
RES-000923,EVT-00328,CULANN,2,
RES-000924,EVT-00329,AEDNOT,1,
RES-000925,EVT-00329,CULANN,3,
RES-000926,EVT-00332,CULANN,1,
RES-000927,EVT-00333,AEDNOT,1,
RES-000928,EVT-00333,AEDVIG,1,
RES-000929,EVT-00334,AEDVIG,1,
RES-000930,EVT-00334,CULANN,1,
RES-000931,EVT-00334,CULQUI,1,
RES-000932,EVT-00335,CULANN,1,
RES-000933,EVT-00336,CULANN,3,
RES-000934,EVT-00337,AEDNOT,2,
RES-000935,EVT-00337,AEDVIG,1,
RES-000936,EVT-00337,CULANN,2,
RES-000937,EVT-00339,AEDVIG,2,
RES-000938,EVT-00339,CULANN,4,
RES-000939,EVT-00339,CULQUI,3,
RES-000940,EVT-00340,AEDNOT,2,
RES-000941,EVT-00340,AEDVIG,2,
RES-000942,EVT-00340,CULANN,2,
RES-000943,EVT-00341,AEDNOT,2,
RES-000944,EVT-00341,AEDVIG,3,
RES-000945,EVT-00341,AEDCAM,1,
RES-000946,EVT-00341,CULANN,2,
RES-000947,EVT-00341,ANOANN,1,
RES-000948,EVT-00342,AEDNOT,2,
RES-000949,EVT-00342,AEDVIG,3,
RES-000950,EVT-00342,AEDCAM,1,
RES-000951,EVT-00342,CULANN,5,
RES-000952,EVT-00342,CULQUI,1,
RES-000953,EVT-00343,AEDNOT,2,
RES-000954,EVT-00343,AEDVIG,3,
RES-000955,EVT-00343,CULANN,2,
RES-000956,EVT-00343,CULQUI,1,
RES-000957,EVT-00344,AEDVIG,2,
RES-000958,EVT-00344,CULANN,1,
RES-000959,EVT-00346,AEDNOT,1,
RES-000960,EVT-00346,CULANN,5,
RES-000961,EVT-00346,CULQUI,1,
RES-000962,EVT-00346,ANOANN,1,
RES-000963,EVT-00347,AEDNOT,3,
RES-000964,EVT-00347,AEDVIG,2,
RES-000965,EVT-00347,AEDCAM,1,
RES-000966,EVT-00347,CULANN,5,
RES-000967,EVT-00347,CULQUI,1,
RES-000968,EVT-00348,AEDVIG,2,
RES-000969,EVT-00348,AEDCAM,1,
RES-000970,EVT-00348,CULANN,7,
RES-000971,EVT-00348,CULQUI,1,
RES-000972,EVT-00349,AEDVIG,2,
RES-000973,EVT-00349,CULANN,4,
RES-000974,EVT-00349,CULQUI,2,
RES-000975,EVT-00350,AEDNOT,1,
RES-000976,EVT-00350,AEDVIG,1,
RES-000977,EVT-00350,CULANN,2,
RES-000978,EVT-00350,CULQUI,1,
RES-000979,EVT-00351,AEDVIG,1,
RES-000980,EVT-00351,CULANN,2,
RES-000981,EVT-00351,CULQUI,2,
RES-000982,EVT-00352,AEDNOT,1,
RES-000983,EVT-00352,AEDVIG,2,
RES-000984,EVT-00352,CULANN,3,
RES-000985,EVT-00352,CULQUI,1,
RES-000986,EVT-00352,ANOANN,1,
RES-000987,EVT-00353,AEDVIG,1,
RES-000988,EVT-00353,CULANN,1,
RES-000989,EVT-00353,CULQUI,2,
RES-000990,EVT-00354,AEDCAM,1,
RES-000991,EVT-00355,AEDCAM,1,
RES-000992,EVT-00355,CULANN,2,
RES-000993,EVT-00356,AEDNOT,2,
RES-000994,EVT-00356,AEDVIG,1,
RES-000995,EVT-00356,CULANN,1,
RES-000996,EVT-00357,AEDNOT,2,
RES-000997,EVT-00357,AEDVIG,5,
RES-000998,EVT-00357,AEDCAM,2,
RES-000999,EVT-00357,CULANN,10,
RES-001000,EVT-00357,ANOANN,1,
RES-001001,EVT-00358,CULANN,1,
RES-001002,EVT-00359,CULANN,2,
RES-001003,EVT-00361,CULANN,1,
RES-001004,EVT-00363,AEDNOT,1,
RES-001005,EVT-00364,CULANN,1,
RES-001006,EVT-00365,CULANN,2,
RES-001007,EVT-00366,AEDNOT,1,
RES-001008,EVT-00366,CULANN,3,
RES-001009,EVT-00366,CULQUI,1,
RES-001010,EVT-00366,ANOANN,1,
RES-001011,EVT-00367,AEDVIG,1,
RES-001012,EVT-00367,AEDCAM,1,
RES-001013,EVT-00367,CULANN,2,
RES-001014,EVT-00369,AEDVIG,1,
RES-001015,EVT-00369,CULANN,4,
RES-001016,EVT-00369,CULQUI,1,
RES-001017,EVT-00370,AEDNOT,2,
RES-001018,EVT-00370,CULANN,3,
RES-001019,EVT-00370,ANOANN,1,
RES-001020,EVT-00371,AEDNOT,3,
RES-001021,EVT-00371,AEDVIG,2,
RES-001022,EVT-00371,AEDCAM,1,
RES-001023,EVT-00371,CULANN,5,
RES-001024,EVT-00371,ANOANN,1,
RES-001025,EVT-00372,AEDNOT,1,
RES-001026,EVT-00372,CULANN,3,
RES-001027,EVT-00373,AEDVIG,2,
RES-001028,EVT-00373,CULANN,2,
RES-001029,EVT-00373,CULQUI,1,
RES-001030,EVT-00374,AEDVIG,4,
RES-001031,EVT-00374,CULANN,5,
RES-001032,EVT-00374,CULQUI,1,
RES-001033,EVT-00375,AEDNOT,1,
RES-001034,EVT-00375,AEDCAM,1,
RES-001035,EVT-00375,CULANN,2,
RES-001036,EVT-00375,CULQUI,1,
RES-001037,EVT-00375,ANOANN,1,
RES-001038,EVT-00376,AEDNOT,1,
RES-001039,EVT-00376,AEDVIG,2,
RES-001040,EVT-00376,AEDCAM,1,
RES-001041,EVT-00376,CULANN,11,
RES-001042,EVT-00376,ANOANN,1,
RES-001043,EVT-00377,AEDVIG,2,
RES-001044,EVT-00377,AEDCAM,2,
RES-001045,EVT-00377,CULANN,5,
RES-001046,EVT-00377,CULQUI,2,
RES-001047,EVT-00378,AEDNOT,1,
RES-001048,EVT-00378,AEDVIG,1,
RES-001049,EVT-00378,AEDCAM,1,
RES-001050,EVT-00378,CULANN,5,
RES-001051,EVT-00378,CULQUI,1,
RES-001052,EVT-00379,AEDNOT,1,
RES-001053,EVT-00379,AEDVIG,4,
RES-001054,EVT-00379,CULANN,2,
RES-001055,EVT-00379,CULQUI,1,
RES-001056,EVT-00380,AEDVIG,3,
RES-001057,EVT-00380,CULANN,5,
RES-001058,EVT-00380,CULQUI,4,
RES-001059,EVT-00380,ANOANN,1,
RES-001060,EVT-00381,AEDNOT,2,
RES-001061,EVT-00381,AEDVIG,2,
RES-001062,EVT-00382,CULANN,6,
RES-001063,EVT-00383,AEDVIG,2,
RES-001064,EVT-00383,CULANN,1,
RES-001065,EVT-00384,AEDNOT,1,
RES-001066,EVT-00384,AEDVIG,1,
RES-001067,EVT-00384,CULANN,1,
RES-001068,EVT-00385,AEDVIG,1,
RES-001069,EVT-00385,AEDCAM,1,
RES-001070,EVT-00385,CULANN,4,
RES-001071,EVT-00386,AEDNOT,1,
RES-001072,EVT-00386,AEDVIG,2,
RES-001073,EVT-00386,CULANN,3,
RES-001074,EVT-00387,CULANN,2,
RES-001075,EVT-00387,CULQUI,1,
RES-001076,EVT-00388,AEDCAM,1,
RES-001077,EVT-00388,CULANN,1,
RES-001078,EVT-00389,CULANN,1,
RES-001079,EVT-00391,AEDVIG,1,
RES-001080,EVT-00392,AEDVIG,1,
RES-001081,EVT-00393,CULQUI,1,
RES-001082,EVT-00393,ANOANN,1,
RES-001083,EVT-00394,AEDNOT,2,
RES-001084,EVT-00394,AEDVIG,2,
RES-001085,EVT-00394,CULQUI,1,
RES-001086,EVT-00396,CULANN,2,
RES-001087,EVT-00396,CULQUI,1,
RES-001088,EVT-00397,AEDNOT,1,
RES-001089,EVT-00397,CULANN,1,
RES-001090,EVT-00398,AEDNOT,2,
RES-001091,EVT-00398,AEDVIG,1,
RES-001092,EVT-00398,CULQUI,2,
RES-001093,EVT-00398,ANOANN,1,
RES-001094,EVT-00399,AEDNOT,2,
RES-001095,EVT-00399,AEDVIG,3,
RES-001096,EVT-00400,AEDVIG,1,
RES-001097,EVT-00400,CULANN,1,
RES-001098,EVT-00400,CULQUI,2,
RES-001099,EVT-00401,AEDNOT,2,
RES-001100,EVT-00401,AEDVIG,2,
RES-001101,EVT-00401,AEDCAM,1,
RES-001102,EVT-00401,CULANN,1,
RES-001103,EVT-00401,CULQUI,3,
RES-001104,EVT-00401,ANOANN,2,
RES-001105,EVT-00402,AEDVIG,1,
RES-001106,EVT-00402,AEDCAM,1,
RES-001107,EVT-00402,CULANN,4,
RES-001108,EVT-00402,CULQUI,3,
RES-001109,EVT-00403,AEDVIG,1,
RES-001110,EVT-00403,AEDCAM,1,
RES-001111,EVT-00403,CULANN,1,
RES-001112,EVT-00403,CULQUI,3,
RES-001113,EVT-00404,AEDVIG,1,
RES-001114,EVT-00404,AEDCAM,1,
RES-001115,EVT-00404,CULANN,3,
RES-001116,EVT-00404,CULQUI,2,
RES-001117,EVT-00404,ANOANN,1,
RES-001118,EVT-00405,AEDNOT,1,
RES-001119,EVT-00405,AEDVIG,1,
RES-001120,EVT-00405,AEDCAM,1,
RES-001121,EVT-00405,CULQUI,2,
RES-001122,EVT-00406,AEDNOT,1,
RES-001123,EVT-00406,AEDCAM,1,
RES-001124,EVT-00406,CULANN,1,
RES-001125,EVT-00406,CULQUI,3,
RES-001126,EVT-00407,AEDNOT,1,
RES-001127,EVT-00407,AEDVIG,1,
RES-001128,EVT-00407,CULQUI,1,
RES-001129,EVT-00408,AEDNOT,1,
RES-001130,EVT-00408,AEDVIG,4,
RES-001131,EVT-00408,CULANN,1,
RES-001132,EVT-00408,CULQUI,1,
RES-001133,EVT-00409,AEDNOT,1,
RES-001134,EVT-00409,AEDVIG,1,
RES-001135,EVT-00409,AEDCAM,1,
RES-001136,EVT-00409,CULANN,5,
RES-001137,EVT-00409,CULQUI,3,
RES-001138,EVT-00410,AEDNOT,1,
RES-001139,EVT-00410,AEDVIG,1,
RES-001140,EVT-00410,AEDCAM,1,
RES-001141,EVT-00410,CULANN,3,
RES-001142,EVT-00410,CULQUI,3,
RES-001143,EVT-00410,ANOANN,1,
RES-001144,EVT-00411,AEDVIG,2,
RES-001145,EVT-00411,AEDCAM,2,
RES-001146,EVT-00411,CULANN,2,
RES-001147,EVT-00411,CULQUI,3,
RES-001148,EVT-00411,ANOANN,2,
RES-001149,EVT-00412,AEDVIG,2,
RES-001150,EVT-00412,CULANN,1,
RES-001151,EVT-00412,CULQUI,2,
RES-001152,EVT-00413,AEDVIG,2,
RES-001153,EVT-00413,CULANN,2,
RES-001154,EVT-00413,CULQUI,2,
RES-001155,EVT-00413,ANOANN,1,
RES-001156,EVT-00414,AEDVIG,2,
RES-001157,EVT-00415,AEDNOT,1,
RES-001158,EVT-00415,AEDVIG,3,
RES-001159,EVT-00415,CULQUI,6,
RES-001160,EVT-00416,AEDVIG,2,
RES-001161,EVT-00416,CULANN,1,
RES-001162,EVT-00416,CULQUI,1,
RES-001163,EVT-00417,AEDNOT,1,
RES-001164,EVT-00417,AEDCAM,2,
RES-001165,EVT-00417,CULANN,1,
RES-001166,EVT-00417,CULQUI,2,
RES-001167,EVT-00419,AEDCAM,1,
RES-001168,EVT-00419,CULANN,1,
RES-001169,EVT-00420,AEDNOT,1,
RES-001170,EVT-00421,CULANN,1,
RES-001171,EVT-00423,CULANN,1,
RES-001172,EVT-00423,CULQUI,1,
RES-001173,EVT-00423,ANOANN,1,
RES-001174,EVT-00424,CULANN,2,
RES-001175,EVT-00425,AEDNOT,1,
RES-001176,EVT-00425,AEDVIG,2,
RES-001177,EVT-00425,CULANN,3,
RES-001178,EVT-00425,ANOANN,1,
RES-001179,EVT-00426,AEDVIG,1,
RES-001180,EVT-00426,AEDCAM,1,
RES-001181,EVT-00426,CULANN,2,
RES-001182,EVT-00427,AEDVIG,2,
RES-001183,EVT-00427,CULANN,3,
RES-001184,EVT-00427,CULQUI,1,
RES-001185,EVT-00429,AEDNOT,1,
RES-001186,EVT-00429,AEDVIG,1,
RES-001187,EVT-00429,CULANN,2,
RES-001188,EVT-00429,CULQUI,1,
RES-001189,EVT-00430,AEDNOT,2,
RES-001190,EVT-00430,AEDVIG,1,
RES-001191,EVT-00430,CULANN,1,
RES-001192,EVT-00431,AEDNOT,1,
RES-001193,EVT-00431,AEDVIG,1,
RES-001194,EVT-00431,AEDCAM,1,
RES-001195,EVT-00431,CULANN,2,
RES-001196,EVT-00432,AEDNOT,2,
RES-001197,EVT-00432,AEDVIG,1,
RES-001198,EVT-00432,AEDCAM,1,
RES-001199,EVT-00432,CULANN,2,
RES-001200,EVT-00433,AEDVIG,4,
RES-001201,EVT-00433,CULANN,2,
RES-001202,EVT-00434,AEDVIG,1,
RES-001203,EVT-00434,AEDCAM,1,
RES-001204,EVT-00434,CULANN,6,
RES-001205,EVT-00434,CULQUI,1,
RES-001206,EVT-00435,AEDNOT,3,
RES-001207,EVT-00435,CULANN,4,
RES-001208,EVT-00435,CULQUI,1,
RES-001209,EVT-00435,ANOANN,1,
RES-001210,EVT-00436,AEDVIG,3,
RES-001211,EVT-00436,AEDCAM,1,
RES-001212,EVT-00436,CULANN,4,
RES-001213,EVT-00436,CULQUI,1,
RES-001214,EVT-00438,CULANN,3,
RES-001215,EVT-00438,CULQUI,1,
RES-001216,EVT-00439,CULANN,5,
RES-001217,EVT-00439,CULQUI,1,
RES-001218,EVT-00440,AEDNOT,1,
RES-001219,EVT-00440,AEDVIG,1,
RES-001220,EVT-00440,AEDCAM,1,
RES-001221,EVT-00440,CULANN,4,
RES-001222,EVT-00440,CULQUI,2,
RES-001223,EVT-00441,AEDNOT,1,
RES-001224,EVT-00441,AEDVIG,1,
RES-001225,EVT-00441,CULANN,1,
RES-001226,EVT-00441,ANOANN,1,
RES-001227,EVT-00442,AEDVIG,1,
RES-001228,EVT-00442,CULANN,5,
RES-001229,EVT-00442,CULQUI,1,
RES-001230,EVT-00443,AEDNOT,2,
RES-001231,EVT-00443,AEDVIG,1,
RES-001232,EVT-00443,AEDCAM,1,
RES-001233,EVT-00443,CULANN,1,
RES-001234,EVT-00443,CULQUI,1,
RES-001235,EVT-00444,AEDNOT,1,
RES-001236,EVT-00444,AEDCAM,1,
RES-001237,EVT-00444,CULANN,3,
RES-001238,EVT-00444,CULQUI,1,
RES-001239,EVT-00445,AEDVIG,1,
RES-001240,EVT-00445,CULANN,6,
RES-001241,EVT-00446,AEDVIG,1,
RES-001242,EVT-00446,AEDCAM,1,
RES-001243,EVT-00447,AEDVIG,2,
RES-001244,EVT-00447,AEDCAM,1,
RES-001245,EVT-00447,CULANN,3,
RES-001246,EVT-00447,CULQUI,1,
RES-001247,EVT-00447,ANOANN,1,
RES-001248,EVT-00448,CULANN,3,
RES-001249,EVT-00449,CULANN,1,
RES-001250,EVT-00450,AEDVIG,1,
RES-001251,EVT-00450,AEDCAM,1,
RES-001252,EVT-00452,AEDVIG,1,
RES-001253,EVT-00453,CULANN,1,
RES-001254,EVT-00454,CULANN,1,
RES-001255,EVT-00455,AEDVIG,1,
